Facility ID,County Name Of Facility Location,Facility Name,Facility Type,Phone Number,Permit Type,Email Address,Location Address Line 1,Location City,Location State,Location Zip Code,Full Address ,Mailing Address Line 1,Mailing City,Mailing State,Mailing Zip Code
32002110,Durham,VISIJLAND SPANISH IMMERSION FAMILY HOME DAY CARE,,(919) 351-1109,Two Star Family CC Home License,VISIJLAN@GMAIL.COM,5503 FRENCHMAN CREEK DRIVE,DURHAM,NC,27713,,,,,
32002113,Durham,LITTLE ANGELS HOME DAY CARE,,(919) 259-2767,Three Star Family CC Home License,,1805 RAJ DRIVE,DURHAM,NC,27703,,,,NC,
32002121,Durham,MARIPOSAS SPANISH IMMERSION HOME DAYCARE,,(984) 439-9465,Three Star Family CC Home License,IVETH1965@GMAIL.COM,306 STINHURST DRIVE,DURHAM,NC,27713,,,,,
32002122,Durham,MARY'S LITTLE LAMBS,,(919) 246-4924,One Star Family CC Home License,everthmari@hotmail.com,201 LODESTONE DRIVE,DURHAM,NC,27703,,,,NC,
32002128,Durham,LITTLE PEOPLE'S PLAY HOUSE,,(919) 451-3875,Three Star Family CC Home License,browerdinah@gmail.com,5300 MCCORMICK ROAD,DURHAM,NC,27713,,,,NC,
32002130,Durham,DANDY LION LANE DAYCARE,,(949) 292-4310,One Star Family CC Home License,CONFER18D@YAHOO.COM,18 BRADDOCK CIRCLE,DURHAM,NC,27713,,,,NC,
32002133,Durham,SUNNY PATCH ACADEMY,,(919) 797-9877,Four Star Family CC Home License,lashondaspencer69@gmail.com,502 QUARTZ DRIVE,DURHAM,NC,27703,,,,NC,
32002142,Durham,TEDDY BEAR LANE HOME DAYCARE,,(919) 572-9286,Four Star Family CC Home License,joyce2my1@yahoo.com,407 CARPENTER FLETCHER RD,DURHAM,NC,27713,,,,NC,
32002158,Durham,"LOVE, LAUGH AND LEARNING HOME CHILDCARE CENTER",,(910) 990-9138,Four Star Family CC Home License,pamoates1972@yahoo.com,22 JOCI COURT,DURHAM,NC,27704,,,,NC,
32002160,Durham,TENDER HANDS OF THE FUTURE,,(919) 399-1633,Four Star Family CC Home License,handsrfuture@yahoo.com,407 OBIE DRIVE,DURHAM,NC,27713,,,,,
32002163,Durham,AMEENAH'S LEARNING CENTER,,(919) 633-1219,Four Star Family CC Home License,AMEENAHELAMIN@YAHOO.COM,5141-32 REVERE ROAD,DURHAM,NC,27713,,,,NC,
32002164,Durham,ART_BEE HOME DAY CARE,,(919) 638-2078,Four Star Family CC Home License,artbeeu@gmail.com,3635 SANA CT,DURHAM,NC,27713,,,,,
32002165,Durham,SMILING FACES ACADEMY,,(516) 567-3732,Three Star Family CC Home License,MNYOUNG90@GMAIL.COM,1021 DELRAY ST,DURHAM,NC,27713,,,,,
32002166,Durham,KIDS RISING INTO SUCCESS CHILDCARE,,(919) 717-6295,Four Star Family CC Home License,krischildcarecenter@gmail.com,2318 CURTIS STREET,DURHAM,NC,27707,,,,NC,
32002167,Durham,FOREVER KIDS CHILD CARE,,(919) 697-9374,Three Star Family CC Home License,foreverkids2815@gmail.com,2815 FOX DRIVE,DURHAM,NC,27712,,,,NC,
32002168,Durham,GOD'S VICTORIOUS ARMY,,(919) 519-6746,Three Star Family CC Home License,,2116 LIME STREET,DURHAM,NC,27704,,,,,
32002172,Durham,INTELLECT KIDDIE PREP ACADEMY,,(919) 225-5510,One Star Family CC Home License,p.l.johnson2001@gmail.com,1915 ESSEX ROAD,DURHAM,NC,27704,,1915 ESSEX ROAD,DURHAM,NC,27704
32002176,Durham,TIFF'S BUD'S & BLOSSOMS DAYCARE,,(919) 672-4888,Three Star Family CC Home License,scorpiantwm@yahoo.com,1312 ROSEWOOD STREET,DURHAM,NC,27701,,,,NC,
32002177,Durham,EMERGING MINDS INTERNATIONAL PRESCHOOL ACADEMY,,(919) 957-1202,Four Star Family CC Home License,emergingmindsintl@gmail.com,508 BURRELL ROAD,DURHAM,NC,27703,,,,,
32002183,Durham,THE CHILDREN'S ROOM,,(919) 682-9294,Five Star Family CC Home License,dcaldwell_77@yahoo.com,108 W ALTON STREET,DURHAM,NC,27707,,,,,
32002185,Durham,MARY'S DAYCARE HOME,,(919) 768-3893,Four Star Family CC Home License,marysdaycare11@yahoo.com,111 BASSETT HALL DRIVE,DURHAM,NC,27713,,,,,
32002189,Durham,MI JARDIN,,(919) 597-9633,Three Star Family CC Home License,mijardin.homedaycare@gmail.com,2404 NELSON HIGHWAY,CHAPEL HILL,NC,27517,,,,,
32002191,Durham,LIL RUGRATS HOME DAYCARE,,(919) 683-3070,Four Star Family CC Home License,msmalloy4@yahoo.com,207 COOK ROAD,DURHAM,NC,27713,,,,,
32002194,Durham,LOVING FACES,,(919) 593-6845,One Star Family CC Home License,lakishahinton4@gmail.com,2307 HARVARD AVENUE,DURHAM,NC,27703,,,,NC,
3205776,Durham,ROCHELLE SANDERS DAY CARE HOME,,(919) 361-9590,Four Star Family CC Home License,sofrj.sofrj@frontier.com,5502 PENRITH DR,DURHAM,NC,27713,,,,,
3205848,Durham,HUDSON DAY CARE HOME,,(919) 489-5659,One Star Family CC Home License,sherrillhudson@gmail.com,2619 SARAH AVE,DURHAM,NC,27707,,,,NC,
3205936,Durham,GINGER BULLOCK'S CHILD DAY CARE HOME,,(919) 220-4012,Two Star Family CC Home License,daycare115@yahoo.com,115 SAINT PAUL STREET,DURHAM,NC,27704,,115 SAINT PAUL ST,DURHAM,NC,27704
3206079,Durham,RUBY'S ROCK-A-BYE BABY,,(919) 682-7319,Five Star Family CC Home License,rubyriley42@gmail.com,3 KINGSTON MILL COURT,DURHAM,NC,27701,,,,,
3206141,Durham,THE CHILDREN'S PLACE,,(919) 697-1602,Three Star Family CC Home License,dLcraig@nc.rr.com,6602 WHITT RD,DURHAM,NC,27712,,,,,
33000049,Edgecombe,T.L.C. TENDER LOVING CARE DAY CARE,,(252) 442-0335,Four Star Family CC Home License,bernk711@gmail.com,548 LINCOLN DR,ROCKY MOUNT,NC,27801,,,,,
33000053,Edgecombe,BOOT'S WONDERLAND CHILD CARE,,(252) 442-6675,Four Star Family CC Home License,ronnie.odom@yahoo.com,939 DREW ST,ROCKY MOUNT,NC,27801,,,,,
33000055,Edgecombe,PEG'S HOME DAYCARE,,(252) 985-1883,Three Star Family CC Home License,pegjoe01@gmail.com,1526 BEDFORD RD,ROCKY MOUNT,NC,27801,,,,,
33000162,Edgecombe,LOVING CARE,,(252) 977-3127,Five Star Family CC Home License,mrjowh@gmail.com,1120 EASTERN AVE,ROCKY MOUNT,NC,27801,,,,,
33000163,Edgecombe,FLOYD DAY CARE HOME,,(252) 442-8845,Five Star Family CC Home License,wbarnes@goldenleaf.org>,709 SALISBURY DR,ROCKY MOUNT,NC,27801,,,,,
33000165,Edgecombe,BETTYE PHILLIPS DAY CARE HOME,,(252) 977-9258,Five Star Family CC Home License,bbphil613@gmail.com,613 WALTON CIR,ROCKY MOUNT,NC,27801,,,,,
33000191,Edgecombe,STEP BY STEP,,(252) 641-9196,Five Star Family CC Home License,stepbystep257@gmail.com,145 SPECKLEBIRD LANE,TARBORO,NC,27886,,,,,
33000227,Edgecombe,HOME AWAY FROM HOME DAY CARE,,(252) 972-7934,Four Star Family CC Home License,grandmacimp@yahoo.com,1728 NEVILLE LANE,ROCKY MOUNT,NC,27801,,,,,
33000245,Edgecombe,J&K'S SPECIAL MOMENTS,,(252) 955-8648,Four Star Family CC Home License,paulettedavis69.pd@gmail.com,137 DANIEL AVENUE,BATTLEBORO,NC,27809,,PO BOX 692,BATTLEBORO,NC,27809
33000299,Edgecombe,JOYFUL MOMENTS HOME CHILD CARE,,(252) 446-0841,Five Star Family CC Home License,joyfulmoments40@yahoo.com,401 NORTH DAUGHTRY STREET,ROCKY MOUNT,NC,27801,,,,,
33000325,Edgecombe,MRS. BARBARA'S BUZY BEES,,(252) 883-3068,Two Star Family CC Home License,bstrickland6060@gmail.com,229 ROLLINWOOD DRIVE,TARBORO,NC,27886,,PO BOX 244,TARBORO,NC,27886
33000328,Edgecombe,JORDAN'S FRIENDS,,(252) 823-1511,Three Star Family CC Home License,kaybottoms@gmail.com,205 MARYLAND AVENUE,TARBORO,NC,27886,,,,,
33000331,Edgecombe,LITTLE MUSKETEERS HOME CHILD CARE,,(252) 977-7260,Three Star Family CC Home License,ronmacdel@aol.com,1817 OLD WILSON ROAD,ROCKY MOUNT,NC,27801,,,,,
33000344,Edgecombe,MOTHER'S LOVE DAY CARE,,(252) 972-2627,Three Star Family CC Home License,schoolmotherslove@yahoo.com,1501 HARGROVE STREET,ROCKY MOUNT,NC,27801,,,,,
33000347,Edgecombe,LOVE AND LEARN HOME CHILD CARE,,(252) 827-4856,Four Star Family CC Home License,dorothyhussey4606@yahoo.com,103 REASON STREET,PINETOPS,NC,27864,,PO BOX Q,PINETOPS,NC,27864
33000380,Edgecombe,SAIL AHEAD CHRISTIAN PRESCHOOL & DAY CARE,,(252) 823-1474,Two Star Family CC Home License,MissMarsh@aol.com,509 WEST WALNUT STREET,TARBORO,NC,27886,,,,,
33000416,Edgecombe,DISNEYLAND CHILDCARE HOME,,(252) 801-0394,Four Star Family CC Home License,dwiggins1969@gmail.com,2931 ARLINGTON STREET,ROCKY MOUNT,NC,27801,,PO BOX 6584,ROCKY MOUNT,NC,27802
33000438,Edgecombe,ANGEL OF FAITH CHILDCARE CENTER,,(252) 824-0066,Four Star Family CC Home License,staton.vera@yahoo.com,714 KING AVENUE,PRINCEVILLE,NC,27886,,,,,
33000442,Edgecombe,BLESSING ASSURANCE CHILDCARE,,(252) 801-4026,Four Star Family CC Home License,jovontae7@yahoo.com,1817 LYNNE AVENUE,ROCKY MOUNT,NC,27801,,,,,
33000446,Edgecombe,A PLACE FOR KIDS HOME DAYCARE,,(252) 908-3552,Four Star Family CC Home License,shakena29@yahoo.com,8280 HWY 42 EAST,CONETOE,NC,27819,,PO BOX 471,CONETOE,NC,27819
34000058,Forsyth,LOVE -N-CARE DAY CARE HOME,,(336) 785-9856,Five Star Family CC Home License,frazier5663@bellsouth.net,2914 POINSETTA DR,WINSTON-SALEM,NC,27107,,,,,
34000250,Forsyth,HUNTLEY'S HOME DAY CARE,,(336) 788-8872,One Star Family CC Home License,,3028 CORRY CIR,WINSTON-SALEM,NC,27107,,3028 CORRY CIR,WINSTON SALEM,NC,27107
34000254,Forsyth,CUDDLE BUGS DAY CARE,,(336) 595-2142,Five Star Family CC Home License,cuddlebugs@twc.com,5886 SULLIVANTOWN RD,WALKERTOWN,NC,27051,,P O BOX 924,WALKERTOWN,NC,27051
34000263,Forsyth,KELLY'S DAY CARE,,(336) 408-1905,Four Star Family CC Home License,kelly.widener@yahoo.com,1800 BREWER ROAD,WINSTON-SALEM,NC,27127,,,,,
34000264,Forsyth,ELOISE ROWE'S DAY CARE HOME,,(336) 869-4294,Two Star Family CC Home License,rowedaycare@aol.com,1617 BRIDLINGTON RD,KERNERSVILLE,NC,27284,,,,,
34000344,Forsyth,LITTLE ANGELS CHILD CARE,,(336) 682-0894,Four Star Family CC Home License,kupoftea56@yahoo.com,1219 E 23RD ST,WINSTON-SALEM,NC,27105,,PO BOX 894,WINSTON SALEM,NC,27102
34000416,Forsyth,GLO'Z KIDZ DAY AND NIGHT CARE,,(336) 631-8600,Five Star Family CC Home License,khiaprice@gmail.com,3021 TERESA AVE,WINSTON-SALEM,NC,27105,,,,,
34000495,Forsyth,MISS DEE'S DAY CARE HOME,,(336) 785-4270,Five Star Family CC Home License,deborahwashington3@yahoo.com,1375 REYNOLDS FOREST DRIVE,WINSTON-SALEM,NC,27107,,,,,
34000497,Forsyth,GRANT'S DAY CARE,,(336) 767-4242,Four Star Family CC Home License,sherrimylamb@gmail.com,4848 THORNBROOK LN,WINSTON-SALEM,NC,27105,,,,,
34000504,Forsyth,KIDDIE LUV CHILD CARE CENTER,,(336) 448-8825,Four Star Family CC Home License,nicole.jacobs@ymail.com,4521 LASLEY DR,WINSTON-SALEM,NC,27105,,,,,
34000513,Forsyth,CHILDREN NEED ATTENTION LEARNING CENTER,,(336) 725-3737,Five Star Family CC Home License,leakepatrick@yahoo.com,2708 RALEIGH AVE,WINSTON-SALEM,NC,27105,,PO BOX 4406,WINSTON SALEM,NC,27105
34000517,Forsyth,COZY'S PLACE DAY CARE HOME,,(336) 767-7555,Three Star Family CC Home License, fjarrett1@triad.rr.com,4681 TOBACCO ST,WINSTON-SALEM,NC,27106,,,,,
34000520,Forsyth,IT TAKES A VILLAGE DEVELOPMENT CHILD CARE HOME,,(336) 767-1353,Four Star Family CC Home License,raymona_brown@hotmail.com,3711 SAWYER DR,WINSTON-SALEM,NC,27105,,,,,
34000538,Forsyth,OMEGA WILCOX CHILD CARE HOME,,(336) 765-1381,Four Star Family CC Home License,wilcoxowl@bellsouth.net,2868 HERMITAGE DR,WINSTON-SALEM,NC,27103,,,,,
34000540,Forsyth,"TONYA'S TINY TOTS, LLC",,(336) 765-2337,Five Star Family CC Home License,tsdoster@yahoo.com,950 HAZELWOOD DR,WINSTON-SALEM,NC,27103,,,,,
34000542,Forsyth,COLE'S CHRISTIAN  HOME DAY CARE,,(336) 631-8695,Five Star Family CC Home License,miss_gcole@bellsouth.net,512 W 23RD STREET,WINSTON-SALEM,NC,27105,,PO BOX 11264,WINSTON-SALEM,NC,27116
34000549,Forsyth,TEDDY BEAR TENDER CARE,,(336) 595-5145,Three Star Family CC Home License,teddybeartendercare@yahoo.com,4425 MECUM RD,WALKERTOWN,NC,27051,,,,,
34000556,Forsyth,T'S CREATION CHRISTIAN HOME CHILD PROVIDER,,(336) 201-2860,Five Star Family CC Home License,meltontammy@aol.com,2816 ROSEMARY DR,WINSTON-SALEM,NC,27105,,,,,
34000579,Forsyth,TINY FEET CHRISTIAN DAY CARE,,(336) 893-6590,Three Star Family CC Home License,gaylyoung@aol.com,125 TALL PINES COURT,WINSTON-SALEM,NC,27107,,,,,
34000589,Forsyth,GREAT THINKERS LEARNING CENTER,,(336) 577-8116,Five Star Family CC Home License,cypcoc@aol.com,3055 BAINBRIDGE DR,WINSTON-SALEM,NC,27105,,,,,
34000607,Forsyth,HOFFMAN FAMILY CHILD CARE,,(336) 766-3740,Five Star Family CC Home License,Lonniehoffman@att.net,4190 CLARKSBURG  ROAD,CLEMMONS,NC,27012,,,,,
34000618,Forsyth,GOD'S LITTLE BLESSINGS CHILD CARE,,(336) 922-2795,Four Star Family CC Home License,bagamble3@windstream.net,4091 MORNINGSIDE DRIVE,WINSTON-SALEM,NC,27106,,,,,
34000645,Forsyth,PEGGY SUE'S HOME,,(336) 408-8851,Three Star Family CC Home License,suanneray@aol.com,3155 FRATERNITY CHURCH ROAD,WINSTON-SALEM,NC,27127,,,,,
34000648,Forsyth,WANDA'S LITTLE WONDERS,,(336) 923-0040,Five Star Family CC Home License,wandaslittlewonders@gmail.com,1915 LODGECREST LANE,PFAFFTOWN,NC,27040,,,,,
34000673,Forsyth,LITTLE GENIUSES LEARNING CENTER,,(336) 748-8695,Five Star Family CC Home License,littlegeniuses04@yahoo.com,3150 STONE FOREST DRIVE,WINSTON-SALEM,NC,27105,,,,,
34000676,Forsyth,SWEET DREAMS DAY CARE,,(336) 995-7499,Four Star Family CC Home License,imarijoy2008@yahoo.com,2500 REYNOLDS PARK ROAD,WINSTON-SALEM,NC,27107,,,,,
34000679,Forsyth,POOH BEAR'S HONEY POT,,(336) 595-6150,Three Star Family CC Home License,498100@embarqmail.com,5874 SULLIVANTOWN ROAD,WALKERTOWN,NC,27051,,PO BOX 24,WALKERTOWN,NC,27051
34000690,Forsyth,PEQUENAS AVENTURAS,,(336) 442-5200,Four Star Family CC Home License,,815 UTAH DRIVE,WINSTON-SALEM,NC,27107,,,,,
34000694,Forsyth,LITTLE ONES HEAVEN,,(336) 997-6386,Four Star Family CC Home License,driverkenyetta@yahoo.com,4408 TISE AVENUE,WINSTON-SALEM,NC,27105,,,,,
34000696,Forsyth,DARLENE'S HOME CARE,,(336) 785-2861,Four Star Family CC Home License,dppurvis440@yahoo.com,1638 VILLAGE PLACE,WINSTON-SALEM,NC,27127,,,,,
34000705,Forsyth,UNIQUE CHILD CARE,,(336) 744-8377,Five Star Family CC Home License,catherineshr@gmail.com,3811 WHITFIELD ROAD,WINSTON-SALEM,NC,27105,,,,,
34000723,Forsyth,GEEZ HOME DAY CARE,,(336) 771-8640,Four Star Family CC Home License,gsykes@aol.com,950 EAST CLEMMONSVILLE ROAD,WINSTON-SALEM,NC,27107,,,,,
34000731,Forsyth,KIMBERWOOD CHILD CARE,,(336) 692-1361,Three Star Family CC Home License,jaykimber73@gmail.com,2825 POLO ROAD,WINSTON-SALEM,NC,27106,,,,,
34000734,Forsyth,S & S DAY CARE,,(336) 245-8162,Four Star Family CC Home License,sandsdaycare_59@yahoo.com,4795 N CHERRY STREET,WINSTON-SALEM,NC,27105,,,,,
34000780,Forsyth,LAURIE'S CHILD CARE HOME,,(336) 996-0626,Two Star Family CC Home License,lns0421@hotmail.com,5618 KERWIN CIRCLE,KERNERSVILLE,NC,27284,,,,,
34000792,Forsyth,PAT'S LITTLE ANGELS HOME CARE,,(336) 784-8831,Three Star Family CC Home License,patriciajessup30@gmail.com,1203 REYNOLDS FOREST DR,WINSTON-SALEM,NC,27107,,,,,
34000803,Forsyth,NEW BEGINNINGS CHILD CARE,,(336) 724-9664,Four Star Family CC Home License,dgarrison71@triad.rr.com,3620 SHAW ROAD,WINSTON-SALEM,NC,27105,,,,,
34000804,Forsyth,PLATERS PLAYHOUSE,,(336) 918-1025,Three Star Family CC Home License,mkhillian@hotmail.com,1433 BETHLEHAM LANE,WINSTON-SALEM,NC,27105,,,,,
34000833,Forsyth,BEST OF CARE FAMILY CHILD CARE HOME,,(336) 788-5560,Five Star Family CC Home License,ruthramseur@hotmail.com,116 SEDGE MEADOW DRIVE,WINSTON-SALEM,NC,27107,,,,,
34000863,Forsyth,R-U HAPPY CHILD CARE,,(336) 722-1129,Four Star Family CC Home License,,608 LIBERIA STREET,WINSTON-SALEM,NC,27127,,,,,
34000871,Forsyth,BIG MAMA'S EDUCATIONAL CENTER,,(336) 760-9774,Five Star Family CC Home License,jeggooding@aol.com,121 CHELTENHAM DRIVE,WINSTON-SALEM,NC,27103,,,,,
34000891,Forsyth,PREFERRED EARLY CHILDHOOD FAMILY HOME CARE,,(336) 767-6341,Three Star Family CC Home License,sonnawilliams@hotmail.com,320 NORTHOAKS DR,WINSTON-SALEM,NC,27105,,,,,
34000915,Forsyth,MUNCHKIN LAND,,(336) 407-0778,Three Star Family CC Home License,andrea@designsextreme.com,4931 LEINBACH DRIVE,WINSTON-SALEM,NC,27106,,,,NC,
34000931,Forsyth,TAMMY'S WONDERLAND,,(336) 251-3975,Three Star Family CC Home License,tamelamcdonald@yahoo.com,3679 CHESHIRE WOODS DRIVE,WINSTON-SALEM,NC,27106,,,,NC,
34000937,Forsyth,JARDIN DE NINOS,,(336) 924-3938,Four Star Family CC Home License,,5404 WINONA STREET,WINSTON-SALEM,NC,27106,,,,,
34000963,Forsyth,P & K'S ABC'S & 123'S,,(336) 720-9878,Four Star Family CC Home License,pvh1195@aol.com,1205 SALEM LAKE ROAD,WINSTON-SALEM,NC,27107,,,,,
34000977,Forsyth,BRIGHT STAR PRESCHOOL AND CHILD CARE SERVICES,,(336) 987-8826,Three Star Family CC Home License,reynolds.brightstar@gmail.com,1500 PITTSBURG COURT,WINSTON-SALEM,NC,27105,,,,,
34001009,Forsyth,GREATER VISION CHILD CARE HOME,,(336) 776-5523,Four Star Family CC Home License,mrsheck2011@gmail.com,3412 TINLEY PARK DRIVE,WINSTON-SALEM,NC,27107,,,,,
34001010,Forsyth,GRANNA'S TOUCH CHILD CARE HOME,,(336) 310-3210,One Star Family CC Home License,grannastouch1@gmail.com,1530 TEAGUE LANE,KERNERSVILLE,NC,27284,,,,NC,
34001013,Forsyth,AGNEW'S LEARNING CENTER,,(336) 769-7543,Three Star Family CC Home License,dwanna.agnew@yahoo.com,4596 GREENMANOR DR,WINSTON-SALEM,NC,27106,,,,,
34001019,Forsyth,LITTLE LEADERS LEARNING CENTER,,(336) 377-3292,Three Star Family CC Home License,tashuaharrison@yahoo.com,5345 ANGEL OAKS DRIVE,WINSTON-SALEM,NC,27105,,,,,
34001024,Forsyth,CUDDLING CUTIES,,(336) 721-3074,Five Star Family CC Home License,cuddlingcuties@gmail.com,429 EAST DEVONSHIRE STREET,WINSTON-SALEM,NC,27127,,,,,
34001026,Forsyth,NETT'S DISCOVERY PLACE,,(336) 404-8285,Two Star Family CC Home License,nettsplace@gmail.com,6941 POPLAR RIDGE ROAD,LEWISVILLE,NC,27023,,,,,
34001027,Forsyth,LOVING CARE CHILD DEVELOPMENT HOME,,(336) 608-6530,Three Star Family CC Home License,mozella.lowery09@gmail.com,1370 REYNOLDS FOREST DRIVE,WINSTON-SALEM,NC,27107,,,,,
34001039,Forsyth,LITTLE GIFTS LEARNING ACADEMY,,(336) 784-8020,Four Star Family CC Home License,phoineceg@hotmail.com,1064 TREBLE COURT,WINSTON-SALEM,NC,27127,,,,,
34001097,Forsyth,DIANNE'S DAY CARE,,(336) 765-9869,Three Star Family CC Home License,ladyd1952@triad.rr.com,1560 BILLY DRIVE,WINSTON-SALEM,NC,27107,,,,NC,
34001129,Forsyth,SAN'S SAND BOX HOME DAY CARE,,(336) 587-6542,Four Star Family CC Home License,,1317 WENTWORTH ROAD,WINSTON-SALEM,NC,27105,,,,NC,
34001147,Forsyth,MOTHERLY LOVE DAY CARE AND LEARNING CENTER,,(336) 283-1776,Five Star Family CC Home License,gwendolyn2534@bellsouth.net,308 BARBER STREET,WINSTON-SALEM,NC,27127,,,,NC,
34001162,Forsyth,GULLICK'S LEARNING ROOM,,(336) 391-1495,Four Star Family CC Home License,msgullick08@yahoo.com,4250 VIKING DRIVE,WINSTON-SALEM,NC,27105,,,,,
34001169,Forsyth,BUILDING BLOCKS LEARNING CENTER,,(336) 986-1010,Five Star Family CC Home License,constancecannon15@gmail.com,5121 BUTTERFIELD DRIVE,WINSTON-SALEM,NC,27105,,,,,
34001177,Forsyth,DOODLEBUGS ACADEMY,,(336) 418-3080,Five Star Family CC Home License,ashiaervin@yahoo.com,4103 JOHNNY KNOLL,WINSTON-SALEM,NC,27107,,,,,
34001182,Forsyth,CONNIE'S DAY CARE,,(336) 655-8593,One Star Family CC Home License,conniecasey39@gmail.com,170 STONBURG RD,CLEMMONS,NC,27012,,,,NC,
34001188,Forsyth,LOVING HEARTS CHILD CARE HOME,,(336) 602-3098,Three Star Family CC Home License,valcra2000j@netscape.net,4303 REIDSVILLE ROAD,WINSTON-SALEM,NC,27101,,,,,
34001191,Forsyth,BUNDLES OF LOVE,,(336) 760-2861,Three Star Family CC Home License,bundlesoflove@rocketmail.com,4005 SNYDER DRIVE,WINSTON-SALEM,NC,27127,,,,,
34001202,Forsyth,BERTIE'S FAMILY CHILD CARE HOME,,(336) 997-4013,Four Star Family CC Home License,wllbertie@yahoo.com,1217 SHOUSE BLVD,WINSTON-SALEM,NC,27105,,,,,
34001207,Forsyth,THE HOUSE OF LA'JOI,,(336) 306-9401,Three Star Family CC Home License,michellebrooks866@gmail.com,2325 MONTROSE AVENUE,WINSTON-SALEM,NC,27105,,,,,
34001210,Forsyth,TRAIN UP A CHILD LEARNING CENTER,,(336) 930-6391,Three Star Family CC Home License,brobins74@yahoo.com,3785 CRUSADE DRIVE,WINSTON-SALEM,NC,27101,,,,,
34001220,Forsyth,CHILDREN'S CREATIVE MINDS & HANDS LEARNING CNTR,,(336) 624-2746,Five Star Family CC Home License,shickman789@att.net,5049 WRANGLER DRIVE,WINSTON-SALEM,NC,27101,,,,,
34001227,Forsyth,ALL ABOUT US LEARNING CENTER,,(336) 813-7551,Three Star Family CC Home License,cecau213@aol.com,207 LAURA AVENUE,WINSTON-SALEM,NC,27105,,,,NC,
34001230,Forsyth,QUIVER FULL CHILD CARE HOME,,(336) 893-9081,Four Star Family CC Home License,quiverf@gmail.com,1117 WAUGHTOWN ST,WINSTON-SALEM,NC,27107,,,,,
34001232,Forsyth,"MUSTARD SEED SCHOOL, THE",,(336) 608-9603,Five Star Family CC Home License,chemgirl_2005@yahoo.com,5980 MULLICAN RIDGE LANE,CLEMMONS,NC,27012,,,,NC,
34001240,Forsyth,UNIQUE OPPORTUNITY CHILD CARE HOME,,(336) 725-0555,Three Star Family CC Home License,sdelight52@aol.com,4157 MILL CREEK ROAD,WINSTON-SALEM,NC,27106,,,,NC,
34001242,Forsyth,PRECIOUS LUV ONE'S CHILD CARE HOME,,(336) 771-1062,Three Star Family CC Home License,preciousluv80@gmail.com,117 SCOTLAND RIDGE DR,WINSTON-SALEM,NC,27107,,,,NC,
34001244,Forsyth,SMILING FACES CHILD CARE,,(336) 923-2260,Four Star Family CC Home License,charlottep33@gmail.com,2110 NETTLEBROOK DRIVE,WINSTON-SALEM,NC,27106,,,,,
34001250,Forsyth,JAMES A COLEMAN LEARNING DAY CARE,,(336) 602-2749,Four Star Family CC Home License,jamesacolemanlearningcenter@yahoo.com,1654 BRIDGTON ROAD,WINSTON-SALEM,NC,27127,,,,NC,
34001253,Forsyth,CHERRY TREE HOUSE,,(336) 682-7772,Four Star Family CC Home License,lawandabr@bellsouth.net,3502 N  CHERRY STREET,WINSTON-SALEM,NC,27105,,,,,
34001262,Forsyth,A AND G'S CREATIVE  KIDZ,,(336) 744-4785,Four Star Family CC Home License,angelicabowen2014@gmail.com,2820  BAINBRIDGE COURT,WINSTON-SALEM,NC,27105,,,,NC,
34001267,Forsyth,RISING STARS CHILD CARE,,(336) 995-6677,Four Star Family CC Home License,scarpenter82278@gmail.com,112 MIDIAN COURT,WINSTON-SALEM,NC,27105,,,,,
34001268,Forsyth,DEVELOPING MINDS AND MORE II,,(336) 254-1020,Four Star Family CC Home License,dmandmII@gmail.com,933 AQUAVIEW DR,KERNERSVILLE,NC,27284,,,,NC,
34001269,Forsyth,KIDZ R US,,(336) 997-5005,Four Star Family CC Home License,kidzrus01@gmail.com,2205 ELBON DRIVE,WINSTON-SALEM,NC,27105,,,,NC,
34001272,Forsyth,PALACE LEARNING CORNER,,(336) 922-9195,Three Star Family CC Home License,palacelcorner@gmail.com,3805 VELINDA DRIVE,WINSTON-SALEM,NC,27106,,,,NC,
34001275,Forsyth,KID'S KNOWLEDGE CLUB,,(919) 971-3523,Four Star Family CC Home License,kidsknowledgeclub@gmail.com,1901 DENISE LANE,WINSTON-SALEM,NC,27127,,,,NC,
34001276,Forsyth,DOLETTA LEARNING CENTER,,(336) 929-3750,Four Star Family CC Home License,angelia.shipp@yahoo.com,472 WEST  25TH STREET,WINSTON-SALEM,NC,27105,,,,NC,
34001278,Forsyth,LEADERS OF TOMORROW LEARNING ACADEMY,,(336) 624-3098,One Star Family CC Home License,keith.dunlap51@gmail.com,2040 PEMBROOKE FOREST DRIVE,WINSTON-SALEM,NC,27106,,,,NC,
34001279,Forsyth,BRIGHT FUTURES LEARNING ACADEMY,,(240) 687-6490,Five Star Family CC Home License,brenda5320743@yahoo.com,2404 DUNBAR STREET,WINSTON-SALEM,NC,27105,,,,NC,
34001281,Forsyth,S.T.A.R.S. ACADEMY AND CHILD CARE CENTER,,(336) 817-5029,Three Star Family CC Home License,hkv4242@gmail.com,4894 DIPPEN ROAD,WINSTON-SALEM,NC,27105,,,,NC,
34001287,Forsyth,CA-DOODLES,,(336) 377-1075,Three Star Family CC Home License,abrams.chick@hotmail.com,6320 WYNYARD AVE,RURAL HALL,NC,27045,,,,NC,
34001293,Forsyth,TINY TOTS KOLLEGE,,(516) 728-2269,One Star Family CC Home License,staceygurley@gmail.com,119 MOTOR ROAD,WINSTON-SALEM,NC,27105,,,,NC,
